date,ticker,open,high,low,close,volume,dividend
2006-06-30,AGG,97.55,97.62,97.4,97.44,187400,0.383
2006-07-31,AGG,98.5,98.61,98.4,98.4,491100,0.388
2006-08-31,AGG,99.49,99.72,99.46,99.55,169200,0.409
2006-09-30,AGG,100.22,100.35,100.08,100.16,414400,0.393
2006-10-31,AGG,100.06,100.43,100.02,100.43,189800,0.414
2006-11-30,AGG,100.94,101.13,100.86,101.07,210500,0.422
2006-12-31,AGG,99.73,99.73,99.61,99.7,278800,0.767
2007-01-31,AGG,99.51,99.82,99.43,99.63,386400,0.0
2007-02-28,AGG,100.92,100.96,100.62,100.86,533700,0.393
2007-03-31,AGG,100.42,100.43,100.07,100.26,435200,0.394
2007-04-30,AGG,100.3,100.46,100.24,100.46,298600,0.389
2007-05-31,AGG,99.25,99.35,99.12,99.16,506000,0.382
2007-06-30,AGG,98.31,98.46,98.18,98.36,506700,0.428
2007-07-31,AGG,98.63,99.01,98.6,98.99,529100,0.421
2007-08-31,AGG,99.7,100.09,99.52,99.82,201000,0.431
2007-09-30,AGG,99.98,100.26,99.81,100.02,336100,0.429
2007-10-31,AGG,100.56,100.86,100.41,100.61,767000,0.414
2007-11-30,AGG,101.52,102.11,101.28,101.99,1734300,0.417
2007-12-31,AGG,101.32,101.38,100.85,101.17,708000,0.816
2008-01-31,AGG,103.48,103.62,103.07,103.51,649200,0.0
2008-02-29,AGG,102.9,103.3,102.49,102.93,922900,0.415
2008-03-31,AGG,102.94,103.15,102.68,102.68,555900,0.383
2008-04-30,AGG,101.97,102.6,101.48,102.6,813300,0.415
2008-05-31,AGG,100.96,101.27,100.85,100.98,1132500,0.326
2008-06-30,AGG,100.66,100.76,100.36,100.4,639600,0.394
2008-07-31,AGG,100.37,100.65,100.11,100.41,559600,0.384
2008-08-31,AGG,101.26,101.26,100.42,100.75,701500,0.402
2008-09-30,AGG,98.25,99.29,97.03,98.59,655400,0.394
2008-10-31,AGG,95.54,96.3,95.11,95.96,732700,0.39
2008-11-30,AGG,98.93,99.26,98.1,98.45,294800,0.4
2008-12-31,AGG,104.24,104.33,103.54,104.2,612055,0.779
2009-01-31,AGG,101.65,102.33,101.63,102.13,608300,0.0
2009-02-28,AGG,100.62,100.95,100.5,100.69,463800,0.366
2009-03-31,AGG,101.0,101.47,100.73,101.47,638100,0.327
2009-04-30,AGG,101.33,101.64,100.96,101.64,760700,0.351
2009-05-31,AGG,100.8,102.15,100.8,102.03,1142100,0.329
2009-06-30,AGG,101.98,102.3,101.92,102.15,805500,0.308
2009-07-31,AGG,102.95,103.33,102.75,103.1,1058900,0.342
2009-08-31,AGG,103.75,104.02,103.7,104.02,809600,0.334
2009-09-30,AGG,104.65,104.92,104.64,104.92,818800,0.332
2009-10-31,AGG,104.5,104.84,104.46,104.81,515202,0.342
2009-11-30,AGG,105.63,105.83,105.34,105.83,632700,0.324
2009-12-31,AGG,103.04,103.3,102.78,103.19,651800,0.655
2010-01-31,AGG,104.34,104.72,104.32,104.65,748600,0.0
2010-02-28,AGG,104.5,104.65,104.5,104.53,658600,0.327
2010-03-31,AGG,104.17,104.34,104.15,104.2,808300,0.323
2010-04-30,AGG,104.49,104.95,104.49,104.89,920200,0.321
2010-05-31,AGG,105.58,105.81,105.57,105.71,658900,0.312
2010-06-30,AGG,107.32,107.35,107.04,107.25,1050800,0.324
2010-07-31,AGG,107.94,107.96,107.72,107.85,937100,0.314
2010-08-31,AGG,108.85,108.99,108.74,108.94,737700,0.294
2010-09-30,AGG,108.64,108.7,108.29,108.65,2628600,0.298
2010-10-31,AGG,108.45,108.55,108.36,108.55,963600,0.265
2010-11-30,AGG,107.74,107.74,107.33,107.37,767900,0.276
2010-12-31,AGG,105.38,105.75,105.37,105.75,551600,0.897
2011-01-31,AGG,105.85,105.94,105.59,105.66,1691500,0.0
2011-02-28,AGG,105.53,105.65,105.46,105.65,558200,0.316
2011-03-31,AGG,105.37,105.4,105.13,105.13,1014400,0.285
2011-04-30,AGG,106.24,106.49,106.24,106.46,499153,0.313
2011-05-31,AGG,107.32,107.62,107.28,107.46,1047300,0.316
2011-06-30,AGG,106.87,106.91,106.4,106.67,1295600,0.313
2011-07-31,AGG,107.8,108.2,107.7,108.16,1400700,0.304
2011-08-31,AGG,109.78,109.88,109.49,109.5,2444400,0.3
2011-09-30,AGG,110.0,110.22,109.86,110.11,1020700,0.232
2011-10-31,AGG,109.83,110.03,109.73,110.03,1747000,0.219
2011-11-30,AGG,109.59,109.61,109.27,109.38,1280300,0.287
2011-12-31,AGG,110.51,110.64,110.24,110.25,1098300,0.606
2012-01-31,AGG,110.84,111.07,110.72,111.05,3255900,0.0
2012-02-29,AGG,110.94,110.94,110.6,110.76,1993600,0.275
2012-03-31,AGG,110.11,110.11,109.69,109.85,1121300,0.277
2012-04-30,AGG,110.73,110.73,110.59,110.6,881900,0.243
2012-05-31,AGG,111.45,111.62,111.35,111.56,2984100,0.23
2012-06-30,AGG,111.25,111.33,111.2,111.3,2052800,0.238
2012-07-31,AGG,112.58,112.65,112.43,112.59,983600,0.223
2012-08-31,AGG,112.1,112.43,112.07,112.37,1203400,0.22
2012-09-30,AGG,112.39,112.46,112.25,112.45,2745500,0.219
2012-10-31,AGG,112.04,112.24,112.0,112.19,2200200,0.207
2012-11-30,AGG,112.26,112.32,112.19,112.25,908600,0.243
2012-12-31,AGG,111.25,111.26,111.02,111.08,905400,0.896
2013-01-31,AGG,110.3,110.39,110.26,110.39,1970000,0.0
2013-02-28,AGG,110.69,110.83,110.69,110.83,1212718,0.211
2013-03-31,AGG,110.68,110.78,110.65,110.73,2343300,0.209
2013-04-30,AGG,111.59,111.68,111.48,111.54,1853100,0.26
2013-05-31,AGG,109.4,109.47,108.88,109.11,1616800,0.202
2013-06-30,AGG,106.93,107.35,106.85,107.21,2674000,0.195
2013-07-31,AGG,106.81,107.32,106.77,107.3,1361945,0.198
2013-08-31,AGG,106.4,106.52,106.21,106.21,1670406,0.205
2013-09-30,AGG,107.29,107.33,107.15,107.2,1439520,0.198
2013-10-31,AGG,108.11,108.12,107.8,107.9,1793619,0.191
2013-11-30,AGG,107.3,107.49,107.21,107.44,956500,0.19
2013-12-31,AGG,106.48,106.58,106.37,106.43,3280300,0.413
2014-01-31,AGG,108.0,108.07,107.91,108.07,3195200,0.0
2014-02-28,AGG,108.24,108.32,108.12,108.27,1589500,0.206
2014-03-31,AGG,107.83,107.98,107.74,107.91,1452262,0.2
2014-04-30,AGG,108.46,108.61,108.38,108.59,1313000,0.205
2014-05-31,AGG,109.52,109.67,109.45,109.67,5554725,0.198
2014-06-30,AGG,109.47,109.5,109.36,109.4,1046900,0.207
2014-07-31,AGG,108.9,109.09,108.88,108.93,1066400,0.196
2014-08-31,AGG,110.0,110.09,109.94,109.98,1473300,0.2
2014-09-30,AGG,109.19,109.28,109.09,109.11,2335400,0.195
2014-10-31,AGG,109.93,110.08,109.9,110.08,3145121,0.189
2014-11-30,AGG,110.43,110.62,110.4,110.61,2072800,0.192
2014-12-31,AGG,110.14,110.26,110.1,110.12,2493900,0.651
2015-01-31,AGG,112.35,112.52,112.24,112.38,6252828,0.0
2015-02-28,AGG,111.14,111.22,110.89,111.2,3816414,0.176
2015-03-31,AGG,111.27,111.45,111.18,111.43,2958100,0.186
2015-04-30,AGG,110.69,110.92,110.51,110.86,3328600,0.211
2015-05-31,AGG,110.18,110.3,110.08,110.17,2780300,0.206
2015-06-30,AGG,108.72,109.0,108.61,108.78,2159500,0.206
2015-07-31,AGG,109.44,109.51,109.35,109.5,2084323,0.216
2015-08-31,AGG,109.28,109.37,108.9,108.92,4145627,0.213
2015-09-30,AGG,109.47,109.63,109.44,109.58,3121600,0.222
2015-10-31,AGG,109.19,109.46,109.15,109.45,10577000,0.205
2015-11-30,AGG,108.83,108.87,108.77,108.81,2397035,0.215
2015-12-31,AGG,107.87,108.03,107.82,108.01,3406140,0.592
2016-01-31,AGG,109.41,109.48,109.25,109.35,8633000,0.0
2016-02-29,AGG,109.94,110.1,109.91,110.09,3694200,0.228
2016-03-31,AGG,110.52,110.85,110.52,110.83,7003600,0.221
2016-04-30,AGG,110.82,110.93,110.75,110.89,5112900,0.222
2016-05-31,AGG,110.41,110.76,110.36,110.7,3368858,0.205
2016-06-30,AGG,112.51,112.69,112.4,112.62,4154315,0.218
2016-07-31,AGG,112.88,113.03,112.76,113.02,3671163,0.212
2016-08-31,AGG,112.64,112.71,112.51,112.57,3025000,0.207
2016-09-30,AGG,112.57,112.65,112.27,112.42,3679813,0.208
2016-10-31,AGG,111.3,111.33,111.21,111.3,3260300,0.203
2016-11-30,AGG,108.23,108.43,108.13,108.24,4627504,0.21
2016-12-31,AGG,107.88,108.12,107.85,108.06,3690250,0.453
2017-01-31,AGG,108.08,108.37,108.08,108.29,7552700,0.0
2017-02-28,AGG,108.8,108.94,108.75,108.77,3840100,0.218
2017-03-31,AGG,108.44,108.53,108.42,108.49,3717721,0.22
2017-04-30,AGG,108.98,109.25,108.91,109.25,5774846,0.222
2017-05-31,AGG,109.64,109.81,109.64,109.76,2416515,0.239
2017-06-30,AGG,109.62,109.63,109.46,109.51,2626939,0.23
2017-07-31,AGG,109.69,109.73,109.58,109.65,2363000,0.225
2017-08-31,AGG,110.31,110.46,110.31,110.45,5308381,0.23
2017-09-30,AGG,109.74,109.77,109.54,109.59,5770818,0.23
2017-10-31,AGG,109.52,109.55,109.44,109.47,3719900,0.227
2017-11-30,AGG,109.25,109.3,109.02,109.08,4011300,0.228
2017-12-31,AGG,109.28,109.39,109.24,109.33,2813400,0.267
2018-01-31,AGG,108.2,108.21,107.88,108.1,8066895,0.0
2018-02-28,AGG,106.59,106.77,106.54,106.77,9614100,0.242
2018-03-31,AGG,106.95,107.26,106.95,107.25,9190690,0.235
2018-04-30,AGG,106.01,106.12,105.99,106.0,4692614,0.243
2018-05-31,AGG,106.52,106.67,106.39,106.46,5157400,0.24
2018-06-30,AGG,106.3,106.42,106.25,106.32,7117325,0.249
2018-07-31,AGG,106.11,106.18,106.05,106.06,5928141,0.229
2018-08-31,AGG,106.58,106.6,106.41,106.41,3308700,0.251
2018-09-30,AGG,105.69,105.71,105.51,105.52,4883958,0.232
2018-10-31,AGG,104.5,104.7,104.5,104.59,14880500,0.252
2018-11-30,AGG,104.93,104.96,104.82,104.88,6126215,0.513
2018-12-31,AGG,106.12,106.51,106.11,106.49,9671800,0.461
2019-01-31,AGG,107.3,107.53,107.29,107.46,14766500,0.0
2019-02-28,AGG,107.26,107.29,107.03,107.07,11872108,0.268
2019-03-31,AGG,108.85,109.07,108.83,109.07,5988628,0.267
2019-04-30,AGG,108.56,108.68,108.51,108.59,7491505,0.262
2019-05-31,AGG,110.01,110.64,110.0,110.4,9204100,0.26
2019-06-30,AGG,111.36,111.47,111.32,111.35,9887800,0.26
2019-07-31,AGG,111.3,111.59,111.07,111.3,10034514,0.252
2019-08-31,AGG,113.9,114.15,113.89,114.13,4661629,0.26
2019-09-30,AGG,112.93,113.27,112.92,113.17,6621995,0.263
2019-10-31,AGG,112.98,113.3,112.89,113.15,5416778,0.255
2019-11-30,AGG,113.01,113.02,112.85,112.86,4059000,0.251
2019-12-31,AGG,112.54,112.54,112.37,112.37,6807603,0.437
2020-01-31,AGG,114.48,114.67,114.38,114.65,5281900,0.0
2020-02-29,AGG,115.88,116.34,115.76,116.22,17243000,0.243
2020-03-31,AGG,115.71,115.98,115.23,115.37,14018642,0.239
2020-04-30,AGG,117.38,117.49,117.07,117.1,10487500,0.249
2020-05-31,AGG,117.43,117.71,117.32,117.65,9228700,0.236
2020-06-30,AGG,118.28,118.32,117.98,118.21,7451457,0.214
2020-07-31,AGG,119.45,119.63,119.4,119.56,5277900,0.223
2020-08-31,AGG,118.14,118.51,118.14,118.37,10894506,0.207
2020-09-30,AGG,118.26,118.26,117.95,118.06,6090816,0.195
2020-10-31,AGG,117.45,117.52,117.2,117.2,10610002,0.202
2020-11-30,AGG,118.32,118.45,118.25,118.42,8688562,0.192
2020-12-31,AGG,118.18,118.24,118.12,118.19,4834717,0.331
2021-01-31,AGG,117.16,117.4,116.56,117.31,12164830,0.0
2021-02-28,AGG,114.96,115.39,114.59,115.34,11333400,0.192
2021-03-31,AGG,113.84,113.98,113.71,113.83,6309200,0.19
2021-04-30,AGG,114.41,114.52,114.33,114.49,6469535,0.172
2021-05-31,AGG,114.55,114.68,114.5,114.55,6768941,0.173
2021-06-30,AGG,115.36,115.45,115.3,115.33,6653138,0.167
2021-07-31,AGG,116.36,116.49,116.35,116.46,5552109,0.156
2021-08-31,AGG,116.18,116.29,116.02,116.06,6763941,0.167
2021-09-30,AGG,114.77,114.86,114.69,114.83,5348804,0.167
2021-10-31,AGG,114.35,114.78,114.35,114.64,10047906,0.18
2021-11-30,AGG,114.87,115.11,114.5,114.77,13109000,0.18
2021-12-31,AGG,114.15,114.31,114.06,114.08,7989500,0.279
2022-01-31,AGG,111.64,111.89,111.6,111.8,12837442,0.0
2022-02-28,AGG,110.03,110.43,110.02,110.36,16594641,0.161
2022-03-31,AGG,107.17,107.38,107.06,107.1,13799159,0.161
2022-04-30,AGG,102.92,103.27,102.82,102.87,9924179,0.16
2022-05-31,AGG,103.53,103.64,103.29,103.47,10491722,0.181
2022-06-30,AGG,101.6,101.96,101.58,101.68,7521306,0.186
2022-07-31,AGG,103.94,104.4,103.83,104.07,7674760,0.186
2022-08-31,AGG,101.04,101.23,100.64,100.71,6116500,0.2
2022-09-30,AGG,96.86,97.09,96.19,96.34,14376300,0.204
2022-10-31,AGG,95.01,95.06,94.6,94.9,10946419,0.211
2022-11-30,AGG,97.48,98.32,97.29,98.29,8963551,0.216
2022-12-31,AGG,97.25,97.36,96.97,96.99,8469000,0.452
2023-01-31,AGG,100.16,100.34,99.83,100.22,12083600,0.0
2023-02-28,AGG,96.99,97.37,96.93,97.31,8575033,0.245
2023-03-31,AGG,99.39,99.69,99.16,99.64,8521604,0.234
2023-04-30,AGG,99.99,99.99,99.72,99.96,5469900,0.252
2023-05-31,AGG,98.22,98.72,98.21,98.57,10560022,0.249
2023-06-30,AGG,97.86,98.1,97.74,97.95,13417300,0.258
2023-07-31,AGG,97.53,97.8,97.52,97.68,11079100,0.255
2023-08-31,AGG,96.78,96.96,96.72,96.8,7230100,0.265
2023-09-30,AGG,94.5,94.57,93.97,94.04,13483638,0.26
2023-10-31,AGG,92.45,92.63,92.31,92.31,12343606,0.257
2023-11-30,AGG,96.38,96.41,96.13,96.26,8889239,0.277
2023-12-31,AGG,99.2,99.43,99.13,99.25,7327825,0.556
2024-01-31,AGG,99.0,99.26,98.81,99.1,10829125,0.0
2024-02-29,AGG,97.38,97.56,97.29,97.35,16774100,0.293
2024-03-31,AGG,97.93,98.08,97.85,97.94,8863332,0.286
2024-04-30,AGG,95.32,95.5,95.15,95.23,11228466,0.29
2024-05-31,AGG,96.46,96.59,96.41,96.52,8762935,0.295
2024-06-30,AGG,97.77,97.8,97.07,97.07,12781548,0.302
2024-07-31,AGG,98.81,99.12,98.65,99.11,11725122,0.301
2024-08-31,AGG,100.51,100.64,100.22,100.25,7213235,0.304
2024-09-30,AGG,101.44,101.48,101.14,101.27,9105421,0.312
2024-10-31,AGG,98.32,98.58,98.15,98.42,12754774,0.307
2024-11-30,AGG,99.15,99.22,99.08,99.2,9623200,0.31
2024-12-31,AGG,97.15,97.21,96.83,96.9,12276725,0.628
2025-01-31,AGG,97.62,97.73,97.26,97.4,10750147,0.0
2025-02-28,AGG,99.08,99.29,98.92,99.25,14453010,0.322
2025-03-31,AGG,98.98,99.09,98.7,98.92,13350746,0.304
2025-04-30,AGG,98.99,99.17,98.88,99.02,7370375,0.325
2025-05-31,AGG,97.86,98.1,97.8,98.1,15488429,0.321
2025-06-30,AGG,99.05,99.23,98.94,99.2,14036866,0.323
2025-07-31,AGG,98.72,98.83,98.57,98.62,19774718,0.319
2025-08-31,AGG,99.47,99.54,99.4,99.46,9181441,0.33
2025-09-30,AGG,100.33,100.49,100.2,100.25,12400700,0.327
2025-10-31,AGG,100.66,100.7,100.5,100.54,13111993,0.325
2025-11-30,AGG,100.91,100.94,100.7,100.82,5064814,0.327
2025-12-31,AGG,100.02,100.12,99.88,99.88,13535517,0.66
2026-01-31,AGG,100.16,100.22,100.11,100.13,12469668,0.0
2026-02-28,AGG,101.37,101.46,101.34,101.4,9033548,0.325
2026-03-31,AGG,99.28,99.48,99.18,99.27,23478538,0.316
2026-04-30,AGG,99.89,100.0,99.81,99.85,5614179,0.337
2006-06-30,QQQ,39.12,39.14,38.68,38.77,82721248,0.026
2006-07-31,QQQ,37.08,37.32,36.89,37.1,78096496,0.0
2006-08-31,QQQ,38.94,39.03,38.76,38.87,61215488,0.0
2006-09-30,QQQ,40.89,40.93,40.62,40.65,85447808,0.023
2006-10-31,QQQ,42.56,42.76,42.31,42.58,135825504,0.0
2006-11-30,QQQ,44.05,44.28,43.79,44.04,124969936,0.0
2006-12-31,QQQ,43.21,43.61,43.12,43.16,75163504,0.054
2007-01-31,QQQ,43.6,44.19,43.33,44.07,157934880,0.0
2007-02-28,QQQ,43.16,43.76,42.93,43.33,217497056,0.0
2007-03-31,QQQ,43.56,43.87,43.22,43.53,120431744,0.027
2007-04-30,QQQ,46.5,46.53,45.92,45.96,93433808,0.0
2007-05-31,QQQ,47.32,47.52,47.21,47.41,110695248,0.0
2007-06-30,QQQ,47.79,47.88,47.21,47.6,124794700,0.037
2007-07-31,QQQ,48.97,48.99,47.43,47.53,260235008,0.0
2007-08-31,QQQ,48.86,49.06,48.61,48.87,94687200,0.0
2007-09-30,QQQ,51.54,51.68,51.18,51.41,75546000,0.026
2007-10-31,QQQ,54.47,55.07,54.04,55.03,148431900,0.0
2007-11-30,QQQ,52.21,52.25,50.95,51.31,171417400,0.0
2007-12-31,QQQ,51.56,51.68,51.21,51.22,70137744,0.053
2008-01-31,QQQ,43.87,45.59,43.82,45.13,246824100,0.0
2008-02-29,QQQ,43.65,43.77,42.85,42.95,188724560,0.0
2008-03-31,QQQ,43.65,44.02,43.45,43.72,113644800,0.033
2008-04-30,QQQ,47.69,48.06,47.03,47.21,132152700,0.0
2008-05-31,QQQ,49.89,50.24,49.75,50.01,94163568,0.0
2008-06-30,QQQ,45.53,45.83,45.15,45.17,132929376,0.034
2008-07-31,QQQ,45.11,46.15,45.02,45.46,180730816,0.0
2008-08-31,QQQ,46.61,47.12,45.92,46.12,133272128,0.0
2008-09-30,QQQ,37.74,39.3,37.6,38.91,195512752,0.028
2008-10-31,QQQ,32.36,33.43,32.09,32.89,224280320,0.0
2008-11-30,QQQ,29.04,29.19,28.83,29.12,41242832,0.0
2008-12-31,QQQ,29.48,30.08,29.45,29.74,89221184,0.043
2009-01-31,QQQ,29.82,29.93,28.94,29.06,140355184,0.0
2009-02-28,QQQ,27.49,27.98,27.39,27.53,204492600,0.0
2009-03-31,QQQ,30.31,30.95,30.27,30.32,150243808,0.049
2009-04-30,QQQ,34.37,34.9,34.04,34.28,144120400,0.0
2009-05-31,QQQ,34.98,35.5,34.76,35.38,111535700,0.0
2009-06-30,QQQ,36.55,36.73,36.11,36.38,97843008,0.044
2009-07-31,QQQ,39.56,39.85,39.41,39.45,78208320,0.0
2009-08-31,QQQ,40.16,40.2,39.79,40.03,96415312,0.0
2009-09-30,QQQ,42.39,42.6,41.6,42.25,173102700,0.041
2009-10-31,QQQ,42.06,42.15,40.92,40.96,162796500,0.0
2009-11-30,QQQ,43.41,43.62,43.11,43.56,84819400,0.0
2009-12-31,QQQ,46.25,46.27,45.75,45.75,50079200,0.073
2010-01-31,QQQ,43.9,44.02,42.63,42.79,212126000,0.0
2010-02-28,QQQ,44.6,44.86,44.4,44.76,66222400,0.0
2010-03-31,QQQ,48.23,48.45,48.07,48.16,59947400,0.051
2010-04-30,QQQ,50.21,50.29,49.2,49.24,110897000,0.0
2010-05-31,QQQ,45.94,45.99,45.2,45.6,128535300,0.0
2010-06-30,QQQ,43.23,43.67,42.64,42.71,101313200,0.178
2010-07-31,QQQ,45.36,46.09,45.07,45.81,98958100,0.0
2010-08-31,QQQ,43.39,43.85,43.18,43.46,72066900,0.0
2010-09-30,QQQ,49.54,49.84,48.75,49.07,122458600,0.112
2010-10-31,QQQ,52.29,52.49,52.17,52.18,46668700,0.0
2010-11-30,QQQ,52.18,52.74,51.88,52.09,118862100,0.0
2010-12-31,QQQ,54.6,54.62,54.21,54.46,38565920,0.108
2011-01-31,QQQ,55.81,56.16,55.39,56.0,70571300,0.0
2011-02-28,QQQ,57.87,58.05,57.43,57.77,51402800,0.0
2011-03-31,QQQ,57.25,57.48,57.15,57.43,50143328,0.077
2011-04-30,QQQ,59.04,59.29,58.98,59.08,44831200,0.0
2011-05-31,QQQ,57.97,58.36,57.67,58.36,47590100,0.0
2011-06-30,QQQ,56.5,57.09,56.47,57.05,50483920,0.121
2011-07-31,QQQ,57.73,58.61,57.44,58.0,82860500,0.0
2011-08-31,QQQ,55.29,55.74,54.6,55.06,60900400,0.0
2011-09-30,QQQ,53.18,53.61,52.46,52.49,104957936,0.104
2011-10-31,QQQ,58.41,58.64,57.91,57.95,60520200,0.0
2011-11-30,QQQ,55.84,56.44,55.67,56.39,66918600,0.0
2011-12-31,QQQ,55.86,56.12,55.82,55.83,21832400,0.21
2012-01-31,QQQ,60.75,60.86,60.14,60.53,51449600,0.0
2012-02-29,QQQ,64.74,64.96,64.2,64.41,59784400,0.0
2012-03-31,QQQ,67.99,68.02,67.28,67.55,39480900,0.113
2012-04-30,QQQ,67.02,67.17,66.71,66.76,37787700,0.0
2012-05-31,QQQ,62.25,62.41,61.59,62.06,55260100,0.0
2012-06-30,QQQ,63.37,64.16,63.21,64.16,44765808,0.143
2012-07-31,QQQ,64.91,65.18,64.74,64.8,34595376,0.0
2012-08-31,QQQ,68.2,68.45,67.47,68.16,42128000,0.0
2012-09-30,QQQ,68.92,69.12,68.51,68.57,30116096,0.2
2012-10-31,QQQ,65.31,65.39,64.73,64.95,38524500,0.0
2012-11-30,QQQ,65.92,65.97,65.61,65.8,33502048,0.0
2012-12-31,QQQ,63.68,65.25,63.58,65.13,57553104,0.367
2013-01-31,QQQ,66.99,67.35,66.81,66.87,34870500,0.0
2013-02-28,QQQ,67.24,67.74,67.09,67.1,28557300,0.0
2013-03-31,QQQ,68.81,69.06,68.64,68.97,23669808,0.159
2013-04-30,QQQ,70.29,70.73,70.04,70.72,30146320,0.0
2013-05-31,QQQ,73.65,74.21,73.17,73.25,38354672,0.0
2013-06-30,QQQ,70.92,71.69,70.79,71.27,28301100,0.224
2013-07-31,QQQ,75.77,76.21,75.63,75.77,25007600,0.0
2013-08-31,QQQ,76.04,76.04,75.2,75.47,26228500,0.0
2013-09-30,QQQ,78.27,79.09,78.0,78.88,28031900,0.238
2013-10-31,QQQ,82.77,83.3,82.48,82.79,31309909,0.0
2013-11-30,QQQ,85.54,85.84,85.47,85.73,16708900,0.0
2013-12-31,QQQ,87.54,87.96,87.52,87.96,24896065,0.272
2014-01-31,QQQ,85.54,86.68,85.45,86.27,45196915,0.0
2014-02-28,QQQ,90.41,90.96,89.54,90.34,48623159,0.373
2014-03-31,QQQ,87.73,88.26,87.62,87.67,33924300,0.206
2014-04-30,QQQ,86.79,87.48,86.54,87.39,38689408,0.0
2014-05-31,QQQ,91.33,91.45,90.83,91.31,29916899,0.0
2014-06-30,QQQ,93.71,94.14,93.67,93.91,19764915,0.249
2014-07-31,QQQ,96.2,96.34,94.88,95.02,50047926,0.0
2014-08-31,QQQ,99.65,99.91,99.27,99.78,17912339,0.0
2014-09-30,QQQ,98.92,99.3,98.32,98.79,41834324,0.238
2014-10-31,QQQ,101.67,101.75,101.07,101.4,54254141,0.0
2014-11-30,QQQ,105.8,106.25,105.73,106.01,17360420,0.0
2014-12-31,QQQ,104.5,104.91,103.1,103.25,24367121,0.387
2015-01-31,QQQ,101.8,102.58,100.96,101.1,42927638,0.0
2015-02-28,QQQ,108.84,108.91,108.23,108.4,27757600,0.0
2015-03-31,QQQ,106.43,106.65,105.57,105.6,30488101,0.248
2015-04-30,QQQ,108.73,109.17,107.06,107.63,44080546,0.0
2015-05-31,QQQ,110.64,110.79,109.79,110.05,30383000,0.0
2015-06-30,QQQ,107.49,107.72,106.74,107.07,34809920,0.254
2015-07-31,QQQ,112.43,112.49,111.72,111.95,22081731,0.0
2015-08-31,QQQ,105.03,105.61,104.05,104.31,39549400,0.0
2015-09-30,QQQ,100.89,101.87,100.5,101.76,41411432,0.26
2015-10-31,QQQ,113.89,114.08,113.3,113.33,27199231,0.0
2015-11-30,QQQ,114.6,114.65,113.65,114.02,25041649,0.0
2015-12-31,QQQ,112.87,113.08,111.84,111.86,29886849,0.342
2016-01-31,QQQ,102.0,104.17,101.94,104.13,54245100,0.0
2016-02-29,QQQ,103.31,104.1,102.5,102.5,27553937,0.0
2016-03-31,QQQ,109.3,109.69,109.03,109.2,21447236,0.318
2016-04-30,QQQ,106.22,106.5,104.88,105.72,67502800,0.0
2016-05-31,QQQ,110.28,110.51,109.78,110.34,24366106,0.0
2016-06-30,QQQ,106.52,107.61,106.13,107.54,36300819,0.287
2016-07-31,QQQ,115.24,115.54,114.87,115.23,22385320,0.0
2016-08-31,QQQ,116.38,116.56,115.95,116.44,16169800,0.0
2016-09-30,QQQ,118.15,119.07,118.03,118.72,25543200,0.294
2016-10-31,QQQ,117.53,117.53,116.93,116.99,18749400,0.0
