date,ticker,open,high,low,close,volume,dividend
2016-11-30,QQQ,119.06,119.13,117.46,117.5,30405342,0.0
2016-12-31,QQQ,119.93,119.95,118.14,118.48,41749028,0.355
2017-01-31,QQQ,124.4,124.6,123.85,124.57,19091133,0.0
2017-02-28,QQQ,130.39,130.45,129.66,130.02,16598600,0.0
2017-03-31,QQQ,132.27,132.74,132.13,132.38,19841411,0.274
2017-04-30,QQQ,136.28,136.34,135.77,135.99,22771946,0.0
2017-05-31,QQQ,141.8,141.84,140.57,141.29,33229404,0.0
2017-06-30,QQQ,138.0,138.67,137.19,137.64,68898300,0.378
2017-07-31,QQQ,144.22,144.43,142.92,143.23,33848645,0.0
2017-08-31,QQQ,145.03,146.21,144.98,146.2,38480747,0.0
2017-09-30,QQQ,144.7,145.56,144.32,145.45,43102400,0.319
2017-10-31,QQQ,152.04,152.37,151.63,152.15,26319327,0.0
2017-11-30,QQQ,154.46,155.45,154.15,155.15,56595500,0.0
2017-12-31,QQQ,156.9,156.9,155.7,155.76,33186000,0.329
2018-01-31,QQQ,169.67,169.99,168.34,169.4,42449200,0.0
2018-02-28,QQQ,169.25,169.8,167.1,167.21,42936334,0.0
2018-03-31,QQQ,158.13,161.71,156.63,160.13,68692600,0.277
2018-04-30,QQQ,162.48,163.48,160.54,160.94,35615300,0.0
2018-05-31,QQQ,170.13,171.2,169.63,170.07,35670946,0.0
2018-06-30,QQQ,172.0,172.92,171.4,171.65,36408500,0.378
2018-07-31,QQQ,175.75,177.13,174.82,176.45,47285135,0.0
2018-08-31,QQQ,186.18,187.18,185.98,186.65,28653248,0.0
2018-09-30,QQQ,185.25,186.28,184.97,185.79,28076843,0.33
2018-10-31,QQQ,168.55,171.25,168.54,169.82,73828635,0.0
2018-11-30,QQQ,168.38,169.47,167.54,169.37,36722800,0.0
2018-12-31,QQQ,154.47,154.98,152.71,154.26,53015313,0.421
2019-01-31,QQQ,166.65,168.99,166.47,168.16,37258400,0.0
2019-02-28,QQQ,173.04,173.81,172.7,173.19,25085500,0.0
2019-03-31,QQQ,179.63,179.83,178.59,179.66,35205511,0.324
2019-04-30,QQQ,189.48,189.85,188.21,189.54,31495300,0.0
2019-05-31,QQQ,174.71,175.29,173.87,173.95,45446206,0.0
2019-06-30,QQQ,186.95,187.15,186.07,186.74,21179248,0.416
2019-07-31,QQQ,194.31,194.43,189.32,191.1,41627500,0.0
2019-08-31,QQQ,188.94,188.97,186.41,187.47,26332749,0.0
2019-09-30,QQQ,187.75,189.11,187.4,188.81,26559841,0.384
2019-10-31,QQQ,197.56,197.65,195.94,197.08,26801803,0.0
2019-11-30,QQQ,205.59,205.83,205.0,205.1,9854600,0.0
2019-12-31,QQQ,211.62,212.76,211.2,212.61,18201585,0.458
2020-01-31,QQQ,223.5,223.56,218.29,219.07,52015832,0.0
2020-02-29,QQQ,198.92,207.17,198.17,205.8,149247073,0.0
2020-03-31,QQQ,191.53,195.25,189.2,190.4,62659300,0.363
2020-04-30,QQQ,220.01,220.04,217.35,218.91,43359500,0.0
2020-05-31,QQQ,230.43,233.6,228.76,233.36,50878596,0.0
2020-06-30,QQQ,242.77,248.16,242.58,247.6,38909219,0.424
2020-07-31,QQQ,265.83,265.95,260.85,265.79,53756159,0.0
2020-08-31,QQQ,293.16,296.75,292.62,294.88,36321027,0.0
2020-09-30,QQQ,276.09,281.09,275.87,277.84,49380802,0.0
2020-10-31,QQQ,274.38,275.24,267.07,269.38,65935893,0.0
2020-11-30,QQQ,299.3,299.97,294.78,299.62,27836232,0.0
2020-12-31,QQQ,312.87,314.24,311.76,313.74,21611412,0.561
2021-01-31,QQQ,319.58,320.72,312.76,314.56,55259018,0.0
2021-02-28,QQQ,315.85,319.11,310.88,314.14,104739841,0.0
2021-03-31,QQQ,316.16,320.74,315.81,319.13,55032535,0.395
2021-04-30,QQQ,337.7,340.26,337.05,337.99,38263421,0.0
2021-05-31,QQQ,334.12,335.57,333.6,333.93,29927449,0.0
2021-06-30,QQQ,354.83,355.23,353.83,354.43,32724000,0.397
2021-07-31,QQQ,362.44,365.17,362.41,364.57,36484649,0.0
2021-08-31,QQQ,380.51,380.58,378.36,379.95,29628200,0.0
2021-09-30,QQQ,360.97,362.68,357.1,357.96,61384600,0.414
2021-10-31,QQQ,381.06,386.28,380.7,386.11,37310116,0.0
2021-11-30,QQQ,398.78,401.19,391.75,393.82,81332700,0.0
2021-12-31,QQQ,399.66,401.06,397.34,397.85,34752900,0.491
2022-01-31,QQQ,353.2,363.65,351.52,363.05,94326400,0.0
2022-02-28,QQQ,342.51,348.54,341.32,346.8,77515544,0.0
2022-03-31,QQQ,367.24,367.6,361.68,362.54,67011405,0.434
2022-04-30,QQQ,323.7,327.23,312.6,313.25,91977900,0.0
2022-05-31,QQQ,309.07,311.33,304.33,308.28,60968330,0.0
2022-06-30,QQQ,280.75,283.94,275.78,280.28,79313600,0.527
2022-07-31,QQQ,311.39,316.39,309.93,315.46,57501043,0.0
2022-08-31,QQQ,303.99,304.91,299.16,299.27,50044041,0.0
2022-09-30,QQQ,271.03,275.19,267.1,267.26,78482400,0.519
2022-10-31,QQQ,278.92,279.76,275.99,277.95,47742000,0.0
2022-11-30,QQQ,280.84,293.47,279.97,293.36,74718100,0.0
2022-12-31,QQQ,263.62,266.41,262.29,266.28,37858300,0.655
2023-01-31,QQQ,290.31,294.72,290.2,294.62,46705106,0.0
2023-02-28,QQQ,293.3,296.12,292.96,293.56,48243141,0.0
2023-03-31,QQQ,315.91,321.17,315.6,320.93,62138100,0.472
2023-04-30,QQQ,320.11,322.65,318.96,322.56,59712635,0.0
2023-05-31,QQQ,348.37,350.6,346.51,347.99,65105400,0.0
2023-06-30,QQQ,367.55,370.49,367.23,369.42,58712501,0.504
2023-07-31,QQQ,383.79,384.88,382.34,383.68,44019905,0.0
2023-08-31,QQQ,376.94,379.72,376.87,377.99,35730701,0.0
2023-09-30,QQQ,361.54,362.95,357.02,358.27,64829616,0.536
2023-10-31,QQQ,349.23,351.25,346.62,350.87,47671906,0.0
2023-11-30,QQQ,390.08,390.55,385.82,388.83,52834400,0.0
2023-12-31,QQQ,411.28,411.64,407.58,409.52,42662120,1.024
2024-01-31,QQQ,420.85,422.87,416.79,416.97,64010649,0.0
2024-02-29,QQQ,438.23,440.09,435.02,439.0,42495200,0.0
2024-03-31,QQQ,444.78,445.64,443.65,444.01,36839641,0.573
2024-04-30,QQQ,431.15,432.56,424.51,424.59,43665934,0.0
2024-05-31,QQQ,451.78,452.48,443.06,450.71,55941301,0.0
2024-06-30,QQQ,482.41,487.2,478.46,479.11,34881600,0.762
2024-07-31,QQQ,467.87,472.79,466.41,471.07,44552134,0.0
2024-08-31,QQQ,475.04,476.9,470.51,476.27,33466500,0.0
2024-09-30,QQQ,485.78,488.41,482.92,488.07,30330605,0.677
2024-10-31,QQQ,492.38,492.43,483.75,483.85,41245248,0.0
2024-11-30,QQQ,505.93,510.34,505.31,509.74,15334000,0.0
2024-12-31,QQQ,516.9,517.66,510.26,511.23,29117028,0.835
2025-01-31,QQQ,526.92,531.52,521.19,522.29,38845467,0.0
2025-02-28,QQQ,500.13,508.78,496.93,508.17,47654043,0.0
2025-03-31,QQQ,461.92,469.86,457.33,468.92,53000303,0.716
2025-04-30,QQQ,467.13,477.2,462.43,475.47,46810610,0.0
2025-05-31,QQQ,519.44,520.68,511.93,519.11,67662836,0.0
2025-06-30,QQQ,551.26,552.8,549.01,551.64,45548742,0.591
2025-07-31,QQQ,574.54,574.63,563.87,565.01,64613600,0.0
2025-08-31,QQQ,574.66,575.03,568.54,570.4,56030409,0.0
2025-09-30,QQQ,598.43,600.71,596.1,600.37,46533814,0.694
2025-10-31,QQQ,634.17,634.2,626.69,629.07,66305147,0.0
2025-11-30,QQQ,616.11,619.32,615.42,619.25,23034400,0.0
2025-12-31,QQQ,619.65,619.96,614.05,614.31,40746527,0.794
2026-01-31,QQQ,625.71,628.26,619.3,621.87,65650714,0.0
2026-02-28,QQQ,602.98,608.32,602.19,607.29,68125200,0.0
2026-03-31,QQQ,564.29,578.64,564.21,577.18,95878000,0.733
2026-04-30,QQQ,645.59,650.0,644.07,648.85,53488871,0.0
2006-06-30,SPY,127.54,127.66,126.96,127.28,54227800,0.555
2006-07-31,SPY,127.66,127.96,127.45,127.85,49593100,0.0
2006-08-31,SPY,130.85,130.99,130.58,130.64,37510300,0.0
2006-09-30,SPY,133.8,133.94,133.48,133.58,47966600,0.579
2006-10-31,SPY,138.07,138.26,137.25,137.79,71274100,0.0
2006-11-30,SPY,140.44,141.05,139.76,140.53,83994300,0.0
2006-12-31,SPY,142.06,142.54,141.43,141.62,45461200,0.793
2007-01-31,SPY,142.63,144.13,142.4,143.75,91868600,0.0
2007-02-28,SPY,140.39,141.98,139.8,140.93,177536300,0.0
2007-03-31,SPY,142.24,142.84,140.56,142.0,128194100,0.551
2007-04-30,SPY,149.64,149.74,148.21,148.29,100874100,0.0
2007-05-31,SPY,153.67,153.89,153.12,153.32,114866700,0.0
2007-06-30,SPY,150.9,151.65,149.15,150.43,199701800,0.656
2007-07-31,SPY,148.33,149.46,145.04,145.72,316976700,0.0
2007-08-31,SPY,147.65,148.5,146.83,147.59,185477500,0.0
2007-09-30,SPY,152.85,153.19,151.98,152.58,133372100,0.719
2007-10-31,SPY,153.98,155.27,152.84,154.65,220954400,0.0
2007-11-30,SPY,149.04,149.87,147.33,148.66,222908000,0.0
2007-12-31,SPY,147.1,147.61,146.06,146.21,108126800,0.775
2008-01-31,SPY,133.4,138.54,133.2,137.37,343680800,0.0
2008-02-29,SPY,135.6,135.68,132.78,133.82,252715200,0.0
2008-03-31,SPY,131.29,132.73,131.09,131.97,166692100,0.642
2008-04-30,SPY,139.29,140.59,138.26,138.26,208395900,0.0
2008-05-31,SPY,140.47,140.74,139.94,140.35,117362000,0.0
2008-06-30,SPY,127.89,128.91,127.3,127.98,258842600,0.669
2008-07-31,SPY,127.4,128.57,126.63,126.83,277402100,0.0
2008-08-31,SPY,129.73,130.14,128.51,128.79,189195800,0.0
2008-09-30,SPY,113.51,116.8,110.53,115.99,328154400,0.691
2008-10-31,SPY,95.08,98.57,94.48,96.83,411394000,0.0
2008-11-30,SPY,88.63,90.13,88.48,90.09,118308100,0.0
2008-12-31,SPY,89.08,90.97,88.87,90.24,193987200,0.719
2009-01-31,SPY,84.98,85.4,82.21,82.83,383383600,0.0
2009-02-28,SPY,74.01,75.69,73.81,73.93,470510900,0.0
2009-03-31,SPY,79.56,81.08,79.05,79.52,364238300,0.561
2009-04-30,SPY,88.55,89.02,86.92,87.42,301419800,0.0
2009-05-31,SPY,91.42,93.7,90.68,92.53,258641500,0.0
2009-06-30,SPY,92.72,93.06,91.27,91.95,228888200,0.518
2009-07-31,SPY,98.65,99.47,98.38,98.81,207358000,0.0
2009-08-31,SPY,102.37,102.58,101.79,102.46,176051600,0.0
2009-09-30,SPY,106.36,106.46,104.62,105.59,254383000,0.508
2009-10-31,SPY,106.3,106.62,103.44,103.56,325608100,0.0
2009-11-30,SPY,109.48,110.2,108.12,109.94,160874800,0.0
2009-12-31,SPY,112.77,112.8,111.39,111.44,90637900,0.59
2010-01-31,SPY,109.04,109.8,107.22,107.39,310677600,0.0
2010-02-28,SPY,110.77,111.12,110.11,110.74,173589300,0.0
2010-03-31,SPY,116.95,117.52,116.61,117.0,161078700,0.48
2010-04-30,SPY,120.88,121.01,118.78,118.81,270000900,0.0
2010-05-31,SPY,110.64,110.72,108.85,109.37,297933500,0.0
2010-06-30,SPY,103.92,104.88,102.88,103.22,284101700,0.531
2010-07-31,SPY,109.17,110.86,108.98,110.27,220070600,0.0
2010-08-31,SPY,104.92,105.98,104.49,105.31,273933100,0.0
2010-09-30,SPY,115.05,115.79,113.59,114.13,287106700,0.602
2010-10-31,SPY,118.28,118.72,118.07,118.49,144305500,0.0
2010-11-30,SPY,117.98,119.17,117.81,118.49,233930700,0.0
2010-12-31,SPY,125.53,125.87,125.33,125.75,91218900,0.653
2011-01-31,SPY,128.07,128.78,127.75,128.68,149249200,0.0
2011-02-28,SPY,132.82,133.32,132.38,133.15,141585500,0.0
2011-03-31,SPY,132.6,132.96,132.45,132.59,132537100,0.553
2011-04-30,SPY,136.16,136.57,135.98,136.43,115094100,0.0
2011-05-31,SPY,134.77,134.92,133.84,134.9,164731200,0.0
2011-06-30,SPY,131.14,132.18,130.71,131.97,223322700,0.628
2011-07-31,SPY,128.91,130.55,127.97,129.33,307038400,0.0
2011-08-31,SPY,122.46,123.51,121.3,122.22,301828400,0.0
2011-09-30,SPY,114.45,115.45,113.07,113.15,288392300,0.625
2011-10-31,SPY,127.16,128.62,125.32,125.5,228146700,0.0
2011-11-30,SPY,123.49,125.22,120.0,124.99,324439500,0.0
2011-12-31,SPY,126.02,126.33,125.5,125.5,95599000,0.77
2012-01-31,SPY,132.02,132.18,130.68,131.32,157212000,0.0
2012-02-29,SPY,137.76,138.19,136.54,137.02,185934700,0.0
2012-03-31,SPY,140.92,141.05,140.05,140.81,135486800,0.614
2012-04-30,SPY,140.11,140.21,139.49,139.87,115092200,0.0
2012-05-31,SPY,131.71,132.45,130.34,131.47,196186000,0.0
2012-06-30,SPY,135.2,136.27,134.85,136.1,212250900,0.688
2012-07-31,SPY,138.49,138.87,137.71,137.71,120575900,0.0
2012-08-31,SPY,141.29,141.82,140.36,141.16,151970400,0.0
2012-09-30,SPY,144.09,144.56,143.46,143.97,150696100,0.779
2012-10-31,SPY,141.85,142.03,140.68,141.35,103438500,0.0
2012-11-30,SPY,142.14,142.42,141.66,142.15,136568300,0.0
2012-12-31,SPY,139.66,142.56,139.54,142.41,243935200,1.022
2013-01-31,SPY,149.89,150.38,149.6,149.7,108975800,0.0
2013-02-28,SPY,151.9,152.87,151.41,151.61,126866000,0.0
2013-03-31,SPY,156.09,156.85,155.75,156.67,102932800,0.694
2013-04-30,SPY,159.27,159.72,158.61,159.68,116010700,0.0
2013-05-31,SPY,165.37,166.31,163.13,163.45,176850100,0.0
2013-06-30,SPY,160.63,161.4,159.86,160.42,160402900,0.839
2013-07-31,SPY,168.94,169.85,168.49,168.71,142388700,0.0
2013-08-31,SPY,164.51,164.53,163.17,163.65,134928900,0.0
2013-09-30,SPY,167.48,168.54,167.15,168.01,143937000,0.838
2013-10-31,SPY,176.15,176.89,175.53,175.79,133795000,0.0
2013-11-30,SPY,181.32,181.75,180.8,181.0,55870900,0.0
2013-12-31,SPY,184.07,184.69,183.93,184.69,86119900,0.98
2014-01-31,SPY,177.01,179.29,176.92,178.18,194677900,0.0
2014-02-28,SPY,185.79,187.15,185.05,186.29,150842000,0.0
2014-03-31,SPY,186.67,187.3,185.52,187.01,99745000,0.825
2014-04-30,SPY,187.44,188.5,187.18,188.31,101508000,0.0
2014-05-31,SPY,192.19,192.8,192.03,192.68,76316000,0.0
2014-06-30,SPY,195.7,196.17,195.53,195.72,70201200,0.937
2014-07-31,SPY,195.61,195.78,192.97,193.09,183479000,0.0
2014-08-31,SPY,200.45,200.73,199.82,200.71,65907000,0.0
2014-09-30,SPY,197.69,198.3,196.61,197.02,131302000,0.939
2014-10-31,SPY,201.78,201.82,200.77,201.66,146903000,0.0
2014-11-30,SPY,207.49,207.87,206.91,207.2,57890100,0.0
2014-12-31,SPY,207.99,208.19,205.39,205.54,130333800,1.135
2015-01-31,SPY,200.57,202.17,199.13,199.45,197729700,0.0
2015-02-28,SPY,211.26,211.58,210.6,210.66,108076000,0.0
2015-03-31,SPY,207.26,208.1,206.36,206.43,126768700,0.931
2015-04-30,SPY,209.88,210.35,207.62,208.46,161304900,0.0
2015-05-31,SPY,212.38,212.43,210.82,211.14,124919600,0.0
2015-06-30,SPY,207.26,207.32,205.28,205.85,182925100,1.03
2015-07-31,SPY,211.42,211.45,210.16,210.5,103266900,0.0
2015-08-31,SPY,198.11,199.13,197.01,197.67,163298800,0.0
2015-09-30,SPY,190.37,191.83,189.44,191.63,163452000,1.033
2015-10-31,SPY,209.06,209.44,207.74,207.93,131076900,0.0
2015-11-30,SPY,209.75,209.89,208.56,208.69,112822700,0.0
2015-12-31,SPY,205.13,205.89,203.87,203.87,114877900,1.212
2016-01-31,SPY,190.02,193.88,189.88,193.72,210529300,0.0
2016-02-29,SPY,195.11,196.23,193.33,193.56,125918100,0.0
2016-03-31,SPY,205.91,206.41,205.33,205.52,94584100,1.05
2016-04-30,SPY,206.72,207.13,205.03,206.33,142424100,0.0
2016-05-31,SPY,210.56,210.69,209.18,209.84,109879400,0.0
2016-06-30,SPY,207.21,209.54,206.56,209.48,165021900,1.078
2016-07-31,SPY,216.46,217.54,216.13,217.12,79519400,0.0
2016-08-31,SPY,217.61,217.75,216.47,217.38,85269500,0.0
2016-09-30,SPY,215.65,217.12,215.36,216.3,117202900,1.082
2016-10-31,SPY,212.93,213.19,212.36,212.55,61272500,0.0
2016-11-30,SPY,221.63,221.82,220.31,220.38,113291800,0.0
2016-12-31,SPY,224.73,224.83,222.73,223.53,108998300,1.329
2017-01-31,SPY,226.98,227.6,226.32,227.53,75880800,0.0
2017-02-28,SPY,236.67,236.95,236.02,236.47,96961900,0.0
2017-03-31,SPY,235.9,236.51,235.68,235.74,73733100,1.033
2017-04-30,SPY,238.9,238.93,237.93,238.08,63532800,0.0
2017-05-31,SPY,241.84,241.88,240.64,241.44,91796000,0.0
2017-06-30,SPY,242.28,242.71,241.58,241.8,86820700,1.183
2017-07-31,SPY,247.37,247.48,246.53,246.77,65838700,0.0
2017-08-31,SPY,246.72,247.77,246.05,247.49,103803900,0.0
2017-09-30,SPY,250.34,251.32,250.13,251.23,85578000,1.235
2017-10-31,SPY,257.18,257.44,256.81,257.15,60304800,0.0
2017-11-30,SPY,263.76,266.05,263.67,265.01,127894400,0.0
2017-12-31,SPY,268.53,268.55,266.64,266.86,96007400,1.351
2018-01-31,SPY,282.73,283.3,280.68,281.9,108364800,0.0
2018-02-28,SPY,275.68,276.19,271.29,271.65,121907800,0.0
2018-03-31,SPY,261.12,265.26,259.84,263.15,111601600,1.097
2018-04-30,SPY,267.26,267.89,264.43,264.51,82182300,0.0
2018-05-31,SPY,272.15,272.49,270.26,270.94,93519900,0.0
2018-06-30,SPY,272.12,273.66,271.15,271.28,97592500,1.246
2018-07-31,SPY,280.81,282.02,280.38,281.33,68570500,0.0
2018-08-31,SPY,289.84,290.81,289.29,290.31,66140800,0.0
2018-09-30,SPY,289.99,291.28,289.95,290.72,70091400,1.323
2018-10-31,SPY,270.65,273.23,270.12,270.63,128296300,0.0
2018-11-30,SPY,273.81,276.28,273.45,275.65,98204200,0.0
2018-12-31,SPY,249.56,250.19,247.47,249.92,144299400,1.435
2019-01-31,SPY,267.51,270.47,267.27,269.93,104012100,0.0
2019-02-28,SPY,278.96,279.45,278.32,278.68,69268300,0.0
2019-03-31,SPY,282.39,282.84,281.14,282.48,82186800,1.233
2019-04-30,SPY,293.49,294.34,291.92,294.02,81111700,0.0
2019-05-31,SPY,276.2,277.12,275.24,275.27,86862800,0.0
2019-06-30,SPY,292.58,293.55,292.01,293.0,59350900,1.432
2019-07-31,SPY,300.99,301.2,295.2,297.43,104245200,0.0
2019-08-31,SPY,294.22,294.24,291.42,292.45,62901200,0.0
2019-09-30,SPY,295.97,297.55,295.92,296.77,51662400,1.384
2019-10-31,SPY,304.13,304.13,301.73,303.33,69053800,0.0
2019-11-30,SPY,314.86,315.13,314.06,314.31,36592700,0.0
2019-12-31,SPY,320.53,322.13,320.15,321.86,57077300,1.57
2020-01-31,SPY,327.0,327.17,320.73,321.73,113845600,0.0
2020-02-29,SPY,288.7,297.89,285.54,296.26,384975800,0.0
2020-03-31,SPY,260.56,263.33,256.22,257.75,194881100,1.406
2020-04-30,SPY,291.71,293.32,288.59,290.48,122901700,0.0
2020-05-31,SPY,302.46,304.96,299.47,304.32,119090800,0.0
2020-06-30,SPY,303.99,310.2,303.82,308.36,113394800,1.366
2020-07-31,SPY,325.9,326.63,321.33,326.52,84986800,0.0
2020-08-31,SPY,350.35,351.3,349.06,349.31,66099200,0.0
2020-09-30,SPY,333.09,338.29,332.88,334.89,104081100,1.339
2020-10-31,SPY,328.28,329.69,322.6,326.54,120287300,0.0
2020-11-30,SPY,362.83,363.12,359.17,362.06,83872700,0.0
2020-12-31,SPY,371.78,374.66,371.23,373.88,78520700,1.58
2021-01-31,SPY,375.63,376.67,368.27,370.07,126765100,0.0
2021-02-28,SPY,384.35,385.58,378.23,380.36,152701600,0.0
2021-03-31,SPY,395.34,398.0,395.31,396.33,112734200,1.278
2021-04-30,SPY,417.63,418.54,416.34,417.3,85527000,0.0
2021-05-31,SPY,420.97,421.25,419.79,420.04,58520200,0.0
2021-06-30,SPY,427.21,428.78,427.18,428.06,64827900,1.376
2021-07-31,SPY,437.91,440.06,437.77,438.51,68951200,0.0
2021-08-31,SPY,452.13,452.49,450.92,451.56,59300200,0.0
2021-09-30,SPY,436.02,436.77,428.78,429.14,140506000,1.428
2021-10-31,SPY,455.87,459.56,455.56,459.25,70162400,0.0
2021-11-30,SPY,462.0,464.03,455.3,455.56,148559600,0.0
2021-12-31,SPY,475.64,476.86,474.67,474.96,65237400,1.633
2022-01-31,SPY,441.24,450.28,439.81,449.91,152251400,0.0
2022-02-28,SPY,432.03,438.2,430.7,436.63,145615000,0.0
2022-03-31,SPY,457.89,458.76,451.16,451.64,121699900,1.366
2022-04-30,SPY,423.59,425.87,411.21,412.0,145491100,0.0
2022-05-31,SPY,413.55,416.46,410.03,412.93,95937000,0.0
2022-06-30,SPY,376.24,380.66,372.56,377.25,112508300,1.577
2022-07-31,SPY,407.58,413.03,406.77,411.99,87003700,0.0
2022-08-31,SPY,399.93,401.24,395.04,395.18,76029700,0.0
2022-09-30,SPY,361.8,365.91,357.04,357.18,153711200,1.596
2022-10-31,SPY,386.44,388.4,385.26,386.21,96631300,0.0
2022-11-30,SPY,395.49,407.68,393.48,407.68,144566700,0.0
2022-12-31,SPY,380.64,382.58,378.43,382.43,84022200,1.781
2023-01-31,SPY,401.13,406.53,400.77,406.48,86811800,0.0
2023-02-28,SPY,397.23,399.28,396.15,396.26,96438600,0.0
2023-03-31,SPY,404.66,409.7,404.55,409.39,112062600,1.506
2023-04-30,SPY,411.49,415.94,411.43,415.93,89433100,0.0
2023-05-31,SPY,418.28,419.22,416.22,417.85,110811800,0.0
2023-06-30,SPY,441.44,444.3,441.11,443.28,104964000,1.638
2023-07-31,SPY,457.41,458.16,456.05,457.79,62040400,0.0
2023-08-31,SPY,451.65,452.83,450.16,450.35,66084600,0.0
2023-09-30,SPY,431.67,431.85,425.91,427.48,115111300,1.583
2023-10-31,SPY,416.18,418.53,414.21,418.2,79665200,0.0
2023-11-30,SPY,455.48,456.76,453.34,456.4,79752700,0.0
2023-12-31,SPY,476.49,477.03,473.3,475.31,122283100,1.906
2024-01-31,SPY,488.62,489.08,482.86,482.88,126011100,0.0
2024-02-29,SPY,508.07,509.74,505.35,508.08,83924800,0.0
2024-03-31,SPY,523.21,524.61,522.78,523.07,96294900,1.595
2024-04-30,SPY,508.56,509.56,501.98,501.98,77483600,0.0
2024-05-31,SPY,523.59,527.5,518.36,527.37,90785800,0.0
2024-06-30,SPY,547.16,550.28,542.95,544.22,76144500,1.759
2024-07-31,SPY,548.98,553.5,547.58,550.81,65663400,0.0
2024-08-31,SPY,560.77,564.2,557.14,563.68,62700100,0.0
2024-09-30,SPY,570.42,574.38,568.08,573.76,63557400,1.746
2024-10-31,SPY,575.56,575.63,568.44,568.64,60182500,0.0
2024-11-30,SPY,599.66,603.35,599.38,602.55,30177400,0.0
2024-12-31,SPY,589.91,590.64,584.42,586.08,57052700,1.966
2025-01-31,SPY,607.5,609.96,601.05,601.82,66566900,0.0
2025-02-28,SPY,585.56,594.72,582.44,594.18,88744100,0.0
2025-03-31,SPY,549.83,560.71,546.87,559.39,95328200,1.696
2025-04-30,SPY,547.57,556.52,541.52,554.54,93101500,0.0
2025-05-31,SPY,588.93,591.13,583.24,589.39,90601200,0.0
2025-06-30,SPY,617.38,619.22,615.04,617.85,92502500,1.761
2025-07-31,SPY,639.46,639.85,630.77,632.08,103385200,0.0
2025-08-31,SPY,647.47,647.84,643.14,645.05,74522200,0.0
2025-09-30,SPY,662.93,666.65,661.61,666.18,94151106,1.831
2025-10-31,SPY,685.04,685.08,679.24,682.06,87164122,0.0
2025-11-30,SPY,680.86,683.67,680.5,683.39,49212030,0.0
2025-12-31,SPY,687.14,687.36,681.71,681.92,74144801,1.993
2026-01-31,SPY,691.79,694.21,687.12,691.97,101835131,0.0
2026-02-28,SPY,683.09,686.86,681.64,685.99,83308900,0.0
2026-03-31,SPY,638.94,651.54,637.98,650.34,152534103,1.797
2026-04-30,SPY,706.14,712.39,705.76,710.14,70661926,0.0
